Título,URL_Foto,Precio_de_Venta,Área_construida,Habitaciones,Baños
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-2-banos-1-garajes/671-72900,$250.000.000,106 m²,3,2
"Casa en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-prado-5-habitaciones-3-banos-2-garajes/671-77920,$1.000.000.000,650 m²,5,3
"Casa en Venta, CONCEPCION, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-5-habitaciones-5-banos-4-garajes/671-76013,$1.320.000.000,880 m²,5,5
"Apartamento en Venta, Andalucía, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-2-banos-1-garajes/2398-20130,$350.000.000,137 m²,3,2
"Apartamento en Venta, VILLA DEL ESTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-1-habitaciones-1-banos-2-garajes/2171-13906M2,$310.000.000,80 m²,1,1
"Casa en Venta, LA CUMBRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-cumbre-5-habitaciones-3-banos-2-garajes/2171-13334M1,$900.000.000,450 m²,5,3
"Casa en Venta, ciudad jardin, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-campo-alegre-4-habitaciones-3-banos-1-garajes/671-77122,$530.000.000,255 m²,4,3
"Apartamento en Venta y Arriendo, ALTOS DE RIOMAR, Barranqui…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/671-74688,$480.000.000,153 m²,3,3
"Lote o Casalote en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-altos-del-prado/671-75742,$3.600.000.000,1100 m²,,
"Casa en Venta, CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ub.-altos-de-parque-3-habitaciones-4-banos-2-garajes/671-76069,$680.000.000,199 m²,3,4
"Casa en Venta, SAN FELIPE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-san-felipe-5-habitaciones-3-banos/671-75667,$350.000.000,210 m²,5,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-3-banos-1-garajes/130-2951,$280.000.000,122 m²,4,3
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-2-habitaciones-2-banos-1-garajes/11325-1951429,$210.000.000,71 m²,2,2
"Apartamento en Venta, ANDALUCIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-3-banos-2-garajes/11325-2023758,$428.000.000,115 m²,3,3
"Apartamento en Venta, EL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-4-banos-1-garajes/10338-3096940,$350.000.000,139 m²,3,4
"Lote o Casalote en Venta, El Pueblo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-el-pueblo/10338-331274,$2.611.000.000,4352 m²,,
"Apartamento en Venta, VILLA CAROLINA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/10926-3192842,$290.000.000,84 m²,3,2
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/10959-507,$628.000.000,139 m²,3,3
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/671-82685,$803.000.000,148 m²,3,3
"Apartamento en Venta, SAN VICENTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-2-habitaciones-2-banos-1-garajes/7515-3192515,$260.000.000,68 m²,2,2
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos-2-garajes/2171-15912,$450.000.000,0 m²,3,2
"Apartamento en Venta, Santa Mónica, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-santa-monica-3-habitaciones-4-banos-2-garajes/2969-3594,$720.000.000,190 m²,3,4
"Casa en Venta, LOS PINOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-pinos-3-habitaciones-1-banos/671-83102,$400.000.000,220 m²,3,1
"Casa en Venta, La Castellana, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ub.-altos-de-parque-4-habitaciones-5-banos-2-garajes/2969-3998,$2.200.000.000,440 m²,4,5
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-1-habitaciones/2969-2328,$390.000.000,130 m²,1,
"Casa en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-1-habitaciones/2969-4002,$2.500.000.000,173 m²,1,
"Casa en Venta, San José, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-san-jose-4-habitaciones-2-banos-1-garajes/671-79669,$400.000.000,335 m²,4,2
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-limon-4-habitaciones-4-banos-2-garajes/2230-6789,$820.000.000,255 m²,4,4
"Lote o Casalote en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-ciudad-jardin/9851-100162,$1.640.000.000,437 m²,,
"Apartamento en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-4-banos-1-garajes/2361-88703,$670.000.000,172 m²,3,4
"Casa en Venta, El Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-golf-3-habitaciones-4-banos-2-garajes/2361-85465,$1.000.000.000,400 m²,3,4
"Apartamento en Venta, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/426-M2376939,$750.000.000,270 m²,3,4
"Apartamento en Venta, LA CASTELLLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-1-habitaciones-1-banos-1-garajes/671-81944,$290.000.000,64 m²,1,1
"Apartamento en Venta, LA CONCEPCION, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-2-habitaciones-4-banos-1-garajes/10338-2339891,$460.000.000,121 m²,2,4
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-4-banos-3-garajes/10557-M2426153,$900.000.000,340 m²,4,4
"Apartamento en Venta, Centro, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-rosario-2-habitaciones-1-banos-1-garajes/130-2573,$175.000.000,118 m²,2,1
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-4-habitaciones-5-banos-3-garajes/10338-318002,$1.738.342.350,0 m²,4,5
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-5-banos-2-garajes/10338-1527161,$1.500.000.000,330 m²,3,5
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-2-banos-2-garajes/11325-1973988,$395.000.000,95 m²,3,2
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/10338-3095601,$830.000.000,198 m²,3,3
"Apartamento en Venta y Arriendo, ALTOS DEL PRADO, Barranqu…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-3-garajes/10338-1549661,$930.000.000.000,309 m²,3,3
"Casa en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-3-habitaciones-3-banos-1-garajes/10338-1420350,$600.000.000,180 m²,3,3
"Apartamento en Venta, LA CAMPIÑA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-campina-3-habitaciones-3-banos-1-garajes/11328-M2673288,$460.000.000,122 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-5-banos-2-garajes/130-2437,$590.000.000,207 m²,3,5
"Apartamento en Venta, Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-4-banos-2-garajes/2969-4260,$770.000.000,351 m²,4,4
"Apartamento en Venta, Villa santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-2-garajes/11325-1540280,$235.000.000,105 m²,3,3
"Casa en Venta, Parte de Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-batallon-infanteria-3-habitaciones-2-banos-1-garajes/2398-20492,$660.000.000,290 m²,3,2
"Apartamento en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-granadillo-3-habitaciones-3-banos-1-garajes/2398-20494,$300.000.000,91 m²,3,3
"Casa en Venta, CIUDADELA 20 DE JULIO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ciudadela-veinte-de-julio-3-habitaciones-2-banos/671-82689,$190.000.000,78 m²,3,2
"Apartamento en Venta, Andalucia, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-4-banos-1-garajes/411-56054,$650.000.000,137 m²,3,4
"Casa en Venta, El Limoncito, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-limoncito-3-habitaciones-3-banos-1-garajes/2398-22491,$350.000.000,115 m²,3,3
"Apartamento en Venta y Arriendo, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-4-banos-2-garajes/9851-100885,$450.000.000,165 m²,3,4
"Casa en Venta, LOS JOBOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-jobos-4-habitaciones-4-banos-1-garajes/10926-3195039,$700.000.000,389 m²,4,4
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-3-habitaciones-2-banos-1-garajes/12287-81,$324.800.000,101 m²,3,2
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-1-habitaciones-1-banos-1-garajes/2398-22490,$170.000.000,39 m²,1,1
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-4-habitaciones-3-banos-2-garajes/11325-409294,$690.000.000,315 m²,4,3
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-conjunto-residencial-ciudad-del-mar-3-habitaciones-2-banos-1-garajes/11325-1045486,$165.000.000,68 m²,3,2
"Apartamento en Venta, Los Nogales, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-1-habitaciones-1-banos-1-garajes/11325-3706596,$170.000.000,42 m²,1,1
"Apartamento en Venta, El Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-parque-rosado-1-habitaciones-1-banos-1-garajes/11325-3706575,$150.000.000,42 m²,1,1
"Apartamento en Venta, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-1-habitaciones-2-banos-1-garajes/MC2839114,$175.000.000,53 m²,1,2
"Lote o Casalote en Venta, BARRIO ABAJO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-abajo/12502-M2838985,$1.300.000.000,0 m²,,
"Lote o Casalote en Venta, EL RECREO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-el-recreo/12502-M2839007,$1.475.000,0 m²,,
"Lote o Casalote en Venta, MALECON PUERTA DE ORO, Barranqu…",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-malecon-puerta-de-oro/12502-M2839006,$2.100.000,0 m²,,
"Apartamento en Venta, EL CENTRO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-rosario-2-habitaciones-1-banos/793-M2229396,$120.000.000,79 m²,2,1
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9889-M2683091,$180.000.000,68 m²,3,2
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/793-M2239441,$200.000.000,83 m²,3,2
"Casa en Venta, EL SILENCIO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-silencio-3-habitaciones-2-banos/793-M2242815,$260.000.000,118 m²,3,2
"Apartamento en Venta, BUENAVISTA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-2-banos-1-garajes/9889-M2517334,$330.000.000,107 m²,3,2
"Apartamento en Venta y Arriendo, ANDALUCIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-2-habitaciones-3-banos-1-garajes/9889-M2720206,$280.000.000,85 m²,2,3
"Casa en Venta, LA CONCEPCION, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-batallon-infanteria-4-habitaciones-2-banos-1-garajes/9889-M2459081,$275.000.000,84 m²,4,2
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos/9889-M2605231,$260.000.000,139 m²,3,2
"Apartamento en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-paraiso-3-habitaciones-3-banos-1-garajes/9889-M2498649,$450.000.000,250 m²,3,3
"Apartamento en Venta y Arriendo, EL POBLADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-poblado-2-habitaciones-1-banos-1-garajes/9889-M2373895,$210.000.000,89 m²,2,1
"Casa en Venta, LOS ALPES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/9889-M2517556,$395.000.000,133 m²,3,2
"Apartamento en Venta, EL PORVENIR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-porvenir-4-habitaciones-3-banos-1-garajes/9889-M2473254,$280.000.000,182 m²,4,3
"Casa en Venta, EL PORVENIR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-porvenir-4-habitaciones-1-banos-1-garajes/9889-M2614061,$1.400.000.000,640 m²,4,1
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/793-M2211415,$175.000.000,70 m²,3,2
"Casa en Venta y Arriendo, LOS ANDES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-andes-4-habitaciones-1-banos-2-garajes/9889-M2504072,$390.000.000,291 m²,4,1
"Casa en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-3-habitaciones-3-banos-2-garajes/9889-M2609933,$420.000.000,115 m²,3,3
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/793-M2186536,$170.000.000,90 m²,3,2
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-3-banos-2-garajes/671-65620,$601.140.000,139 m²,3,3
"Apartamento en Venta, PORVENIR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-porvenir-1-habitaciones-1-banos/793-I1895721,$95.000.000,35 m²,1,1
"Apartamento en Venta y Arriendo, LA CONCEPCION, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-3-habitaciones-2-banos-1-garajes/9889-M2680477,$300.000.000,84 m²,3,2
"Apartamento en Venta, GRANADILLO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-granadillo-3-habitaciones-2-banos-1-garajes/9889-M2385526,$380.000.000,134 m²,3,2
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos-1-garajes/793-I1894751,$380.000.000,95 m²,3,2
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/9889-M2417770,$490.000.000,165 m²,3,3
"Apartamento en Venta, ALTO DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/9889-M2431553,$370.000.000,145 m²,3,2
"Casa en Venta, BETANIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-betania-3-habitaciones-2-banos-1-garajes/9889-M2466524,$700.000.000,153 m²,3,2
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-2-banos-1-garajes/9889-M2445970,$310.000.000,115 m²,3,2
"Apartamento en Venta y Arriendo, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9889-M2545260,$250.000.000,83 m²,3,2
"Casa en Venta, NUEVA GRANADA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-santo-domingo-3-habitaciones-2-banos-2-garajes/793-M2211394,$520.000.000,221 m²,3,2
"Apartamento en Venta, NUEVO HORIZONTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/793-M2151510,$250.000.000,100 m²,3,2
"Apartamento en Venta, BOSTON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-2-habitaciones-1-banos/793-M2177097,$150.000.000,60 m²,2,1
"Apartamento en Venta, LOS ANDES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-andes-3-habitaciones-1-banos/9889-M2614428,$190.000.000,85 m²,3,1
"Apartamento en Venta y Arriendo, SAN VICENTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-1-habitaciones-1-banos-1-garajes/9889-M2411230,$189.000.000,45 m²,1,1
"Apartamento en Venta y Arriendo, COLOMBIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-2-habitaciones-1-banos-1-garajes/9889-M2384551,$250.000.000,65 m²,2,1
"Casa en Venta, CHIQUINQUIRA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-chiquinquira-2-habitaciones-2-banos/9889-M2370159,$190.000.000,75 m²,2,2
"Casa en Venta, EL LIMONCITO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-limoncito-3-habitaciones-2-banos-1-garajes/9889-M2492243,$350.000.000,92 m²,3,2
"Apartamento en Venta, EL PORVENIR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-porvenir-3-habitaciones-2-banos-1-garajes/9889-M2419133,$495.000.000,178 m²,3,2
"Apartamento en Venta, LOS ANDES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudadela-de-la-salud-3-habitaciones-2-banos-1-garajes/9889-M2717428,$170.000.000,64 m²,3,2
"Apartamento en Venta, ALTOS DEL LIMON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/9889-M2476005,$799.000.000,150 m²,3,3
